,Titles,NER
32310,louis vuitton enchappe key holder alps patches damier graphite,"(0, 13, 'Brand'),(14, 22, 'Obscure'),(23, 33, 'Type'),(34, 38, 'Obscure'),(39, 46, 'Obscure'),(47, 53, 'Product Line'),(54, 62, 'Obscure')"
32317,gorgeous brown leather backpack - unisex . amazing space ! made in mexico .,"(0, 8, 'No Tag'),(9, 14, 'Color'),(15, 22, 'Material'),(23, 31, 'Type'),(32, 33, 'No Tag'),(34, 40, 'Department'),(41, 42, 'No Tag'),(43, 50, 'No Tag'),(51, 56, 'No Tag'),(57, 58, 'No Tag'),(59, 63, 'No Tag'),(47, 49, 'No Tag'),(67, 73, 'Country/Region of Manufacture'),(41, 42, 'No Tag')"
32331,chanel bag shoulder bag white matelasse lambskin choulder strap authenti,"(0, 6, 'Brand'),(7, 10, 'Type'),(11, 19, 'Type'),(7, 10, 'Type'),(24, 29, 'Color'),(30, 39, 'Pattern'),(40, 48, 'Material'),(49, 63, 'Handle Style'),(64, 72, 'No Tag')"
32340,b.makowsky green leather suede hobo bag with gold hardware emerald green purse,"(0, 10, 'Brand'),(11, 16, 'Color'),(17, 30, 'Material'),(31, 35, 'Type'),(36, 39, 'Type'),(40, 44, 'No Tag'),(45, 49, 'Color'),(50, 58, 'No Tag'),(59, 66, 'Color'),(11, 16, 'Color'),(73, 78, 'Type')"
32351,new authentic louis vuitton handbag limited edition jungle dots open tote # 526hu,"(0, 3, 'No Tag'),(4, 13, 'No Tag'),(14, 27, 'Brand'),(28, 35, 'Type'),(36, 43, 'No Tag'),(44, 51, 'No Tag'),(52, 58, 'Pattern'),(59, 63, 'Pattern'),(64, 68, 'Closure'),(69, 73, 'Type'),(74, 75, 'No Tag'),(76, 81, 'No Tag')"
32363,louis vuitton theda gm hand bag purse monogram multi-color m92347 fl0034 91749,"(0, 13, 'Brand'),(14, 22, 'Model'),(23, 31, 'Type'),(32, 37, 'Type'),(38, 46, 'Pattern'),(47, 58, 'Color'),(59, 72, 'MPN'),(73, 78, 'No Tag')"
32371,vintage fendi chef zucca logo jacquard hobo bag and wallet - both - original owner,"(0, 7, 'No Tag'),(8, 13, 'Brand'),(14, 24, 'Model'),(25, 29, 'Accents'),(30, 38, 'Fabric Type'),(39, 43, 'Type'),(44, 47, 'Type'),(48, 51, 'No Tag'),(52, 58, 'Type'),(59, 60, 'No Tag'),(61, 65, 'No Tag'),(59, 60, 'No Tag'),(68, 76, 'No Tag'),(77, 82, 'No Tag')"
32385,gucci sherry gg pattern drawstring shoulder bag pvc leather brown gold 30mq821,"(0, 5, 'Brand'),(6, 12, 'Product Line'),(13, 15, 'Pattern'),(16, 23, 'No Tag'),(24, 34, 'Closure'),(35, 43, 'Type'),(44, 47, 'Type'),(48, 59, 'Material'),(60, 65, 'Color'),(66, 70, 'Color'),(71, 78, 'MPN')"
32396,consuela grab n go basic bag rosie,"(0, 8, 'Brand'),(9, 18, 'Model'),(19, 24, 'No Tag'),(25, 28, 'Type'),(29, 34, 'No Tag')"
32401,prada black nylon and leather crossbody bag,"(0, 5, 'Brand'),(6, 11, 'Color'),(12, 17, 'Material'),(18, 21, 'No Tag'),(22, 29, 'Trim Material'),(30, 39, 'Type'),(40, 43, 'Type')"
32408,laurel burch multi feline cats quilted cotton small crossbody bag handbag purse,"(0, 12, 'Brand'),(13, 18, 'No Tag'),(19, 25, 'Model'),(26, 30, 'Theme'),(31, 38, 'Features'),(39, 45, 'Material'),(46, 51, 'Size'),(52, 61, 'Type'),(62, 65, 'Type'),(66, 73, 'Type'),(74, 79, 'Type')"
32419,louis vuitton volupte beaute hand bag gray monogram m93473 nr12992i,"(0, 13, 'Brand'),(14, 28, 'Model'),(29, 37, 'Type'),(38, 42, 'Color'),(43, 51, 'Pattern'),(52, 58, 'MPN'),(59, 67, 'No Tag')"
32426,auth used gucci bamboo handbag tote black nylon business italy serial silver log,"(0, 4, 'No Tag'),(5, 9, 'No Tag'),(10, 15, 'Brand'),(16, 22, 'Product Line'),(23, 30, 'Type'),(31, 35, 'Type'),(36, 41, 'Color'),(42, 47, 'Material'),(48, 56, 'Occasion'),(57, 62, 'Country/Region of Manufacture'),(63, 69, 'No Tag'),(70, 76, 'Color'),(77, 80, 'No Tag')"
32439,coach pwe updated rouge scout leather hobo shoulder bag 24770,"(0, 5, 'Brand'),(6, 9, 'No Tag'),(10, 17, 'No Tag'),(18, 23, 'Color'),(24, 29, 'Model'),(30, 37, 'Material'),(38, 42, 'Type'),(43, 51, 'Type'),(52, 55, 'Type'),(56, 61, 'No Tag')"
32449,❤ brahmin lg duxbury sandstone + roses marble croc gold leather dome ~ opal ❤,"(0, 1, 'No Tag'),(2, 9, 'Brand'),(10, 12, 'Size'),(13, 20, 'Product Line'),(21, 30, 'Color'),(31, 32, 'No Tag'),(33, 38, 'Color'),(39, 50, 'Pattern'),(51, 55, 'Color'),(56, 63, 'Material'),(64, 68, 'Style'),(69, 70, 'No Tag'),(71, 75, 'No Tag'),(0, 1, 'No Tag')"
32463,balenciaga / twiggy / tote bag / 2-way shoulder bag / khaki / with a mirror,"(0, 10, 'Brand'),(11, 12, 'No Tag'),(13, 19, 'Model'),(11, 12, 'No Tag'),(22, 26, 'Type'),(27, 30, 'Type'),(11, 12, 'No Tag'),(33, 38, 'Features'),(39, 47, 'Type'),(27, 30, 'Type'),(11, 12, 'No Tag'),(54, 59, 'Color'),(11, 12, 'No Tag'),(62, 66, 'No Tag'),(1, 2, 'No Tag'),(69, 75, 'Features')"
32479,dooney & bourke pebble grain zip satchel,"(0, 15, 'Brand'),(16, 22, 'Pattern'),(23, 28, 'Material'),(29, 32, 'Closure'),(33, 40, 'Type')"
32484,new fila marjorie small backpack bag black blue logo,"(0, 3, 'No Tag'),(4, 8, 'Brand'),(9, 17, 'Model'),(18, 23, 'Size'),(24, 32, 'Type'),(33, 36, 'Type'),(37, 42, 'Color'),(43, 47, 'Color'),(48, 52, 'Accents')"
32493,authentic fendi black leather mamma tote hand bag purse # 41641,"(0, 9, 'No Tag'),(10, 15, 'Brand'),(16, 21, 'Color'),(22, 29, 'Material'),(30, 35, 'Product Line'),(36, 40, 'Type'),(41, 49, 'Type'),(50, 55, 'Type'),(56, 57, 'No Tag'),(58, 63, 'No Tag')"
32503,gucci bamboo shoulder bag leather 2set black auth fm611,"(0, 5, 'Brand'),(6, 12, 'Product Line'),(13, 21, 'Type'),(22, 25, 'Type'),(26, 33, 'Material'),(34, 38, 'No Tag'),(39, 44, 'Color'),(45, 49, 'No Tag'),(50, 55, 'No Tag')"
32512,burberry runway barrel unisex roller messenger shoulder leather bag,"(0, 8, 'Brand'),(9, 15, 'Model'),(16, 22, 'Style'),(23, 29, 'Department'),(30, 36, 'Style'),(37, 46, 'Type'),(47, 55, 'Type'),(56, 63, 'Material'),(64, 67, 'Type')"
32521,prada saffiano medium galleria double zip tote cammeo,"(0, 5, 'Brand'),(6, 14, 'Material'),(15, 21, 'Size'),(22, 30, 'Model'),(31, 41, 'Closure'),(42, 46, 'Type'),(47, 53, 'Material')"
32528,authentic louis vuitton vernis small pouchette pouch bronze excellent condition,"(0, 9, 'No Tag'),(10, 23, 'Brand'),(24, 30, 'Product Line'),(31, 36, 'Size'),(37, 46, 'Style'),(37, 42, 'Type'),(53, 59, 'Color'),(60, 69, 'No Tag'),(70, 79, 'No Tag')"
32537,coach #f 24686 campbell leather triple entry hobo shoulder bag ( 120,"(0, 5, 'Brand'),(0, 2, 'No Tag'),(9, 14, 'No Tag'),(15, 23, 'Model'),(24, 31, 'Material'),(32, 38, 'No Tag'),(39, 44, 'No Tag'),(45, 49, 'Type'),(50, 58, 'Type'),(59, 62, 'Type'),(63, 64, 'No Tag'),(65, 68, 'No Tag')"
32549,vintage brahmin shoulder purse handbag 5722126 black leather romag usa pat .,"(0, 7, 'No Tag'),(8, 15, 'Brand'),(16, 24, 'Type'),(25, 30, 'Type'),(31, 38, 'Type'),(39, 46, 'No Tag'),(47, 52, 'Color'),(53, 60, 'Material'),(61, 66, 'No Tag'),(67, 70, 'No Tag'),(71, 74, 'No Tag'),(75, 76, 'No Tag')"
32561,realer hobo bags for women faux leather purses and handbags large hobo purse wit,"(0, 6, 'Brand'),(7, 11, 'Type'),(12, 16, 'Type'),(17, 20, 'No Tag'),(21, 26, 'Department'),(27, 39, 'Material'),(40, 46, 'Type'),(47, 50, 'No Tag'),(51, 59, 'Type'),(60, 65, 'Size'),(7, 11, 'Type'),(40, 45, 'Type'),(77, 80, 'No Tag')"
32574,gucci x disney collaboration micro gg shoulder bag mickey mouse brown used japan,"(0, 14, 'Product Line'),(15, 28, 'No Tag'),(29, 34, 'Size'),(35, 37, 'Brand'),(38, 46, 'Type'),(47, 50, 'Type'),(51, 63, 'Character'),(64, 69, 'Color'),(70, 74, 'No Tag'),(75, 80, 'No Tag')"
32584,"fendi vintage bag leather quilted thong fine jewelry metal golden , vgc ,","(0, 5, 'Brand'),(6, 13, 'No Tag'),(14, 17, 'Type'),(18, 25, 'Material'),(26, 33, 'Features'),(34, 39, 'No Tag'),(40, 52, 'Accents'),(53, 58, 'Hardware Material'),(59, 65, 'Color'),(66, 67, 'No Tag'),(68, 71, 'No Tag'),(66, 67, 'No Tag')"
32596,herschel nova sprout water color kids backpack & bag nwt,"(0, 8, 'Brand'),(9, 20, 'Model'),(21, 32, 'Theme'),(33, 37, 'Department'),(38, 46, 'Type'),(47, 48, 'No Tag'),(49, 52, 'Type'),(53, 56, 'No Tag')"
32604,louis vuitton monogram musette salsa long shoulder crossbody bag / n2274,"(0, 13, 'Brand'),(14, 22, 'Pattern'),(23, 36, 'Model'),(37, 41, 'No Tag'),(42, 50, 'Type'),(51, 60, 'Type'),(61, 64, 'Type'),(65, 66, 'No Tag'),(67, 72, 'MPN')"
32613,wendy keen wk collection tote handbag with wallet new,"(0, 13, 'Brand'),(14, 24, 'No Tag'),(25, 29, 'Type'),(30, 37, 'Type'),(38, 42, 'No Tag'),(43, 49, 'Type'),(50, 53, 'No Tag')"
32620,michael kors mk womens lady zip tote shoulder bag purse black leather gold $ 398,"(0, 12, 'Brand'),(13, 15, 'Brand'),(16, 27, 'Department'),(28, 31, 'Closure'),(32, 36, 'Type'),(37, 45, 'Type'),(46, 49, 'Type'),(50, 55, 'Type'),(56, 61, 'Color'),(62, 69, 'Material'),(70, 74, 'Color'),(75, 76, 'No Tag'),(77, 80, 'No Tag')"
32633,vintage gucci large bag purse excellent,"(0, 7, 'No Tag'),(8, 13, 'Brand'),(14, 19, 'Size'),(20, 23, 'Type'),(24, 29, 'Type'),(30, 39, 'No Tag')"
32639,bioworld bio world harry potter hogwarts express chain shoulder bag japan new,"(0, 18, 'Brand'),(19, 48, 'Character'),(49, 54, 'Handle/Strap Material'),(55, 63, 'Type'),(64, 67, 'Type'),(68, 73, 'Country/Region of Manufacture'),(74, 77, 'No Tag')"
32646,express tweed fabric shoulder handbag purse tote,"(0, 7, 'Brand'),(8, 13, 'Fabric Type'),(14, 20, 'Material'),(21, 29, 'Type'),(30, 37, 'Type'),(38, 43, 'Type'),(44, 48, 'Type')"
32653,louis vuitton cyan blue epi leather neverfull mm tote bag 20lvs721,"(0, 13, 'Brand'),(14, 18, 'Color'),(19, 23, 'Color'),(24, 35, 'Material'),(36, 48, 'Model'),(49, 53, 'Type'),(54, 57, 'Type'),(58, 66, 'MPN')"
32661,women messenger leather mini bag shoulder crossbody wood grain phone pocket,"(0, 5, 'Department'),(6, 15, 'Type'),(16, 23, 'Material'),(24, 28, 'Size'),(29, 32, 'Type'),(33, 41, 'Type'),(42, 51, 'Type'),(52, 62, 'Pattern'),(63, 75, 'Features')"
32670,a.p.c sac havane bag black leather purse apc,"(0, 5, 'Brand'),(6, 16, 'Model'),(17, 20, 'Type'),(21, 26, 'Color'),(27, 34, 'Material'),(35, 40, 'Type'),(41, 44, 'Brand')"
32677,cowhide cross leather tote with lariat rope handles,"(0, 7, 'Material'),(8, 13, 'Type'),(14, 21, 'Material'),(22, 26, 'Type'),(27, 31, 'No Tag'),(32, 43, 'Handle/Strap Material'),(44, 51, 'Handle Style')"
32684,maruca - tapestry green blue beige pleated wristlet clutch handmade in boulder,"(0, 6, 'Brand'),(7, 8, 'No Tag'),(9, 17, 'Accents'),(18, 23, 'Color'),(24, 28, 'Color'),(29, 34, 'Color'),(35, 42, 'Accents'),(43, 51, 'Handle Style'),(52, 58, 'Type'),(59, 67, 'No Tag'),(68, 70, 'No Tag'),(71, 78, 'Style')"
32696,gucci limited edition tom ford snakeskin jeweled dragon bag,"(0, 5, 'Brand'),(6, 13, 'No Tag'),(14, 21, 'No Tag'),(22, 30, 'Brand'),(31, 40, 'Material'),(41, 48, 'Accents'),(49, 55, 'Theme'),(56, 59, 'Type')"
32704,gucci soho disco crossbody bag mint,"(0, 5, 'Brand'),(6, 16, 'Model'),(17, 26, 'Type'),(27, 30, 'Type'),(31, 35, 'No Tag')"
32709,gucci leather shoulder bag black used 5776a,"(0, 5, 'Brand'),(6, 13, 'Material'),(14, 22, 'Type'),(23, 26, 'Type'),(27, 32, 'Color'),(33, 37, 'No Tag'),(38, 43, 'No Tag')"
32716,auth louis vuitton alma m51130 ( old model ) monogram th0977 womens handbag,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 23, 'Model'),(24, 30, 'MPN'),(31, 32, 'No Tag'),(33, 36, 'No Tag'),(37, 42, 'No Tag'),(43, 44, 'No Tag'),(45, 53, 'Pattern'),(54, 60, 'No Tag'),(61, 67, 'Department'),(68, 75, 'Type')"
32728,bottega veneta cassette belt bag maxi intrecciato leather,"(0, 14, 'Brand'),(15, 23, 'Style'),(24, 28, 'Type'),(29, 32, 'Type'),(33, 37, 'Size'),(38, 49, 'Pattern'),(50, 57, 'Material')"
32735,liebeskind berlin anessa laser cut vintage earth leather ladies large tote new,"(0, 17, 'Brand'),(18, 24, 'Model'),(25, 34, 'Pattern'),(35, 42, 'No Tag'),(43, 48, 'Theme'),(49, 56, 'Material'),(57, 63, 'Department'),(64, 69, 'Size'),(70, 74, 'Type'),(75, 78, 'No Tag')"
32745,$ 395 kate spade sutton small gavin mixed metallic leather bag purse silver gold,"(0, 1, 'No Tag'),(2, 5, 'No Tag'),(6, 16, 'Brand'),(17, 23, 'Model'),(24, 29, 'Size'),(30, 35, 'Model'),(36, 41, 'No Tag'),(42, 50, 'Color'),(51, 58, 'Material'),(59, 62, 'Type'),(63, 68, 'Type'),(69, 75, 'Color'),(76, 80, 'Color')"
32758,softball coin purse,"(0, 8, 'Obscure'),(9, 19, 'Type')"
32760,prada black tessuto nylon chain shopper tote 1bg268 leather gold hw bag $ 1790 ec,"(0, 5, 'Brand'),(6, 11, 'Color'),(12, 19, 'Model'),(20, 25, 'Material'),(26, 31, 'Handle/Strap Material'),(32, 39, 'Type'),(40, 44, 'Type'),(45, 51, 'MPN'),(52, 59, 'Material'),(60, 64, 'Color'),(65, 67, 'No Tag'),(68, 71, 'Type'),(72, 73, 'No Tag'),(74, 78, 'No Tag'),(79, 81, 'No Tag')"
32775,kelly wynne cloud 9 black shiny suede leather clutch / shoulder bag,"(0, 11, 'Brand'),(12, 19, 'Model'),(20, 25, 'Color'),(26, 31, 'Accents'),(32, 45, 'Material'),(46, 52, 'Type'),(53, 54, 'No Tag'),(55, 63, 'Type'),(64, 67, 'Type')"
32784,"vintage beaded envelope clutch , blue beads & blue satin lining , hong kong-b82","(0, 7, 'No Tag'),(8, 14, 'Accents'),(15, 23, 'Type'),(24, 30, 'Type'),(31, 32, 'No Tag'),(33, 37, 'Color'),(38, 43, 'Accents'),(44, 45, 'Brand'),(33, 37, 'Color'),(51, 56, 'Lining Material'),(57, 63, 'No Tag'),(31, 32, 'No Tag'),(66, 79, 'Country/Region of Manufacture')"
32797,limited edition ! hermes fourre tout pm canvas mini handbag gray # 55651,"(0, 7, 'No Tag'),(8, 15, 'No Tag'),(16, 17, 'No Tag'),(18, 24, 'Brand'),(25, 36, 'Product Line'),(37, 39, 'Model'),(40, 46, 'Fabric Type'),(47, 51, 'Size'),(52, 59, 'Type'),(60, 64, 'Color'),(65, 66, 'No Tag'),(67, 72, 'No Tag')"
32809,women handbag round bag genuine leather in croco shoulder crossbodoy purse,"(0, 5, 'Department'),(6, 13, 'Type'),(14, 19, 'Style'),(10, 13, 'Type'),(24, 31, 'No Tag'),(32, 39, 'Material'),(28, 30, 'No Tag'),(43, 48, 'Pattern'),(49, 57, 'Type'),(58, 68, 'Type'),(69, 74, 'Type')"
32820,michael kors charlotte pebbled leather large satchel shoulder bag,"(0, 12, 'Brand'),(13, 22, 'Product Line'),(23, 30, 'Pattern'),(31, 38, 'Material'),(39, 44, 'Size'),(45, 52, 'Type'),(53, 61, 'Type'),(62, 65, 'Type')"
32828,dior monogram oblique signature trotter extra large duffle 871243,"(0, 4, 'Brand'),(5, 13, 'Pattern'),(14, 21, 'Model'),(22, 31, 'Pattern'),(32, 39, 'Model'),(40, 45, 'No Tag'),(46, 51, 'Size'),(52, 58, 'Type'),(59, 65, 'No Tag')"
32837,❤ brahmin priscilla satchel navy ombre tri baby blue turquoise croc em leather ❤,"(0, 1, 'No Tag'),(2, 9, 'Brand'),(10, 19, 'Model'),(20, 27, 'Type'),(28, 32, 'Color'),(33, 38, 'Pattern'),(39, 42, 'Color'),(43, 47, 'Color'),(48, 52, 'Color'),(53, 62, 'Color'),(63, 67, 'Pattern'),(68, 70, 'No Tag'),(71, 78, 'Material'),(0, 1, 'No Tag')"
32851,louis vuitton lockit chain handbag boudoir leather,"(0, 13, 'Brand'),(14, 20, 'Model'),(21, 26, 'Handle/Strap Material'),(27, 34, 'Type'),(35, 42, 'No Tag'),(43, 50, 'Material')"
32857,gucci marmont matelassé leather belt bag,"(0, 5, 'Brand'),(6, 13, 'Product Line'),(14, 23, 'Pattern'),(24, 31, 'Material'),(32, 36, 'Type'),(37, 40, 'Type')"
32863,❤ brahmin large duxbury black carlisle + checkbook wallet satchel leather ❤,"(0, 1, 'No Tag'),(2, 9, 'Brand'),(10, 15, 'Size'),(16, 23, 'Product Line'),(24, 29, 'Color'),(30, 38, 'Model'),(39, 40, 'No Tag'),(41, 50, 'Type'),(51, 57, 'Type'),(58, 65, 'Type'),(66, 73, 'Material'),(0, 1, 'No Tag')"
32875,auth louis vuitton amazon shoulder bag monogram leather brown m45236 79mg247,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 25, 'Model'),(26, 34, 'Type'),(35, 38, 'Type'),(39, 47, 'Pattern'),(48, 55, 'Material'),(56, 61, 'Color'),(62, 76, 'MPN')"
32884,balenciaga blackout city medium bag in black drummed calfskin leather,"(0, 10, 'Brand'),(11, 19, 'Model'),(20, 24, 'Product Line'),(25, 31, 'Size'),(32, 35, 'Type'),(36, 38, 'No Tag'),(11, 16, 'Color'),(45, 52, 'Pattern'),(53, 69, 'Material')"
32893,nwt juicy couture velvet bow chain strap shoulder bag gray yhru2166,"(0, 3, 'No Tag'),(4, 17, 'Brand'),(18, 24, 'Material'),(25, 28, 'Accents'),(29, 34, 'Handle/Strap Material'),(35, 40, 'Handle Style'),(41, 49, 'Type'),(50, 53, 'Type'),(54, 58, 'Color'),(59, 67, 'MPN')"
32903,authentic louis vuitton petit noe monogram shoulder tote bag purse # 40807,"(0, 9, 'No Tag'),(10, 23, 'Brand'),(24, 33, 'Model'),(34, 42, 'Pattern'),(43, 51, 'Type'),(52, 56, 'Type'),(57, 60, 'Type'),(61, 66, 'Type'),(67, 68, 'No Tag'),(69, 74, 'No Tag')"
32913,$ 595 mcm neon pink coated canvas rockstar vanity case box bag myz9avi31qp001,"(0, 1, 'No Tag'),(2, 5, 'No Tag'),(6, 9, 'Brand'),(10, 14, 'Obscure'),(15, 19, 'Color'),(20, 33, 'Fabric Type'),(34, 42, 'Obscure'),(43, 49, 'Style'),(50, 54, 'Obscure'),(55, 58, 'Obscure'),(59, 62, 'Type'),(63, 77, 'Obscure')"
32925,thirty one compartment travel backpack sling charcoal crosshatch embroidered,"(0, 10, 'Brand'),(11, 22, 'Obscure'),(23, 29, 'Occasion'),(30, 38, 'Type'),(39, 44, 'Handle Style'),(45, 53, 'Color'),(54, 64, 'Pattern'),(65, 76, 'Accents')"
32933,"ikea drömsäck dromsack tote bag / backpack 2-in-1 , beige 4 gallon 704.413.21 - new","(0, 4, 'Brand'),(5, 22, 'Model'),(23, 27, 'Type'),(28, 31, 'Type'),(32, 33, 'No Tag'),(34, 42, 'Type'),(43, 49, 'Features'),(50, 51, 'No Tag'),(52, 57, 'Color'),(58, 59, 'No Tag'),(60, 66, 'No Tag'),(67, 77, 'No Tag'),(44, 45, 'No Tag'),(80, 83, 'No Tag')"
32947,kate spade star bright owl madelyne nylon crossbody chain clutch ~ nwt ~ $ 249,"(0, 10, 'Brand'),(11, 15, 'Pattern'),(16, 22, 'No Tag'),(23, 26, 'Pattern'),(27, 35, 'Model'),(36, 41, 'Material'),(42, 51, 'Type'),(52, 57, 'Handle/Strap Material'),(58, 64, 'Type'),(65, 66, 'No Tag'),(67, 70, 'No Tag'),(65, 66, 'No Tag'),(73, 74, 'No Tag'),(75, 78, 'No Tag')"
32961,pre-owned perlina shoulder bag leather black w / front flap pocket silver hardware,"(0, 9, 'No Tag'),(10, 17, 'Brand'),(18, 26, 'Type'),(27, 30, 'Type'),(31, 38, 'Material'),(39, 44, 'Color'),(5, 6, 'No Tag'),(47, 48, 'No Tag'),(49, 66, 'Pocket Type'),(67, 73, 'Color'),(74, 82, 'No Tag')"
32972,celine net grocery shopping bag cotton blue white phoebe philo,"(0, 6, 'Brand'),(7, 10, 'Fabric Type'),(11, 18, 'Occasion'),(19, 27, 'Type'),(28, 31, 'Type'),(32, 38, 'Material'),(39, 43, 'Color'),(44, 49, 'Color'),(50, 56, 'Style'),(57, 62, 'No Tag')"
32982,authentic chanel python skin leather large handbag w box & authenticity card,"(0, 9, 'No Tag'),(10, 16, 'Brand'),(17, 28, 'Material'),(29, 36, 'Material'),(37, 42, 'Size'),(43, 50, 'Type'),(51, 52, 'No Tag'),(53, 56, 'No Tag'),(57, 58, 'No Tag'),(59, 71, 'No Tag'),(72, 76, 'No Tag')"
32993,auth hermes fourre tout tote mm bordeaux dark brown canvas tote bag,"(0, 4, 'No Tag'),(5, 11, 'Brand'),(12, 23, 'Product Line'),(24, 28, 'Type'),(29, 31, 'Model'),(32, 40, 'Color'),(41, 45, 'Color'),(46, 51, 'Color'),(52, 58, 'Fabric Type'),(24, 28, 'Type'),(64, 67, 'Type')"
33004,vera bradley loves me . . super tote huge large purse handbag - gently used,"(0, 12, 'Brand'),(13, 21, 'Model'),(22, 23, 'No Tag'),(22, 23, 'No Tag'),(26, 31, 'No Tag'),(32, 36, 'Type'),(37, 47, 'Size'),(48, 53, 'Type'),(54, 61, 'Type'),(62, 63, 'No Tag'),(64, 70, 'No Tag'),(71, 75, 'No Tag')"
33016,gucci gg logo interlocking hand tote bag leather black made in italy 01ml848,"(0, 5, 'Brand'),(6, 8, 'Brand'),(9, 13, 'Accents'),(14, 26, 'Product Line'),(27, 31, 'Type'),(32, 36, 'Type'),(37, 40, 'Type'),(41, 48, 'Material'),(49, 54, 'Color'),(55, 59, 'No Tag'),(14, 16, 'No Tag'),(63, 68, 'Country/Region of Manufacture'),(69, 76, 'MPN')"
33029,authenic chanel cambon quilted cc logo tote bag white b4472 lambskin,"(0, 8, 'No Tag'),(9, 15, 'Brand'),(16, 22, 'Product Line'),(23, 30, 'Features'),(31, 38, 'Accents'),(39, 43, 'Type'),(44, 47, 'Type'),(48, 53, 'Color'),(54, 59, 'MPN'),(60, 68, 'Material')"
33039,chanel drawstring bucket bag 94305 black & in mint condition,"(0, 6, 'Brand'),(7, 17, 'Closure'),(18, 24, 'Type'),(25, 28, 'Type'),(29, 34, 'No Tag'),(35, 40, 'Color'),(41, 42, 'No Tag'),(14, 16, 'No Tag'),(46, 50, 'No Tag'),(51, 60, 'No Tag')"
33049,used authentic louis vuitton bucket pm hand bag monogram canvas,"(0, 4, 'No Tag'),(5, 14, 'No Tag'),(15, 28, 'Brand'),(29, 38, 'Product Line'),(39, 47, 'Type'),(48, 56, 'Pattern'),(57, 63, 'Fabric Type')"
33056,"bamboo trading company cell phone or club bag , gold circles","(0, 22, 'Brand'),(23, 33, 'Type'),(34, 36, 'No Tag'),(37, 41, 'Type'),(42, 45, 'Type'),(46, 47, 'No Tag'),(48, 52, 'Obscure'),(53, 60, 'Obscure')"
33064,nwt new kipling ki7393 new angie crossbody bag purse polyamide metallic glow $ 94,"(0, 3, 'No Tag'),(4, 7, 'No Tag'),(8, 15, 'Brand'),(16, 22, 'No Tag'),(4, 13, 'Model'),(33, 42, 'Type'),(43, 46, 'Type'),(47, 52, 'Type'),(53, 62, 'Material'),(63, 71, 'Color'),(72, 76, 'Accents'),(77, 78, 'No Tag'),(79, 81, 'No Tag')"
33077,authentic celine boogie hand bag leather orange b7302,"(0, 9, 'No Tag'),(10, 16, 'Brand'),(17, 23, 'Model'),(24, 32, 'Type'),(33, 40, 'Material'),(41, 47, 'Color'),(48, 53, 'No Tag')"
33084,chanel shoulder bag beige enamel 2418888,"(0, 6, 'Brand'),(7, 15, 'Type'),(16, 19, 'Type'),(20, 25, 'Color'),(26, 32, 'Material'),(33, 40, 'No Tag')"
33090,authentic louis vuitton epi noe red shoulder bag m44007 lv e3429,"(0, 9, 'No Tag'),(10, 23, 'Brand'),(24, 27, 'Material'),(28, 31, 'Model'),(32, 35, 'Color'),(36, 44, 'Type'),(45, 48, 'Type'),(49, 55, 'MPN'),(56, 58, 'Brand'),(59, 64, 'No Tag')"
33100,authentic vintage gucci gg canvas monogram leather shoulder purse hand bag,"(0, 9, 'No Tag'),(10, 17, 'No Tag'),(18, 23, 'Brand'),(24, 26, 'Brand'),(27, 33, 'Fabric Type'),(34, 42, 'Pattern'),(43, 50, 'Material'),(51, 59, 'Type'),(60, 65, 'Type'),(66, 74, 'Type')"
33110,gucci leather bag authentic - never used,"(0, 5, 'Brand'),(6, 13, 'Material'),(14, 17, 'Type'),(18, 27, 'No Tag'),(28, 29, 'No Tag'),(30, 35, 'No Tag'),(36, 40, 'No Tag')"
33117,chala charming crossbody bag with zipper flap top and slim cat keychain ( red ),"(0, 5, 'Brand'),(6, 14, 'No Tag'),(15, 24, 'Type'),(25, 28, 'Type'),(29, 33, 'No Tag'),(34, 40, 'Closure'),(41, 45, 'Type'),(46, 49, 'Style'),(50, 53, 'No Tag'),(54, 58, 'Style'),(59, 62, 'No Tag'),(63, 71, 'No Tag'),(72, 73, 'No Tag'),(74, 77, 'Color'),(78, 79, 'No Tag')"
33132,dooney & bourke pebble grain large zip shopper tote,"(0, 15, 'Brand'),(16, 28, 'Pattern'),(29, 34, 'Size'),(35, 38, 'Closure'),(39, 46, 'Type'),(47, 51, 'Type')"
33138,louis vuitton tournelle pm handbag,"(0, 13, 'Brand'),(14, 26, 'Model'),(27, 34, 'Type')"
33141,louis vuitton christopher backpack macassar monogram canvas pm,"(0, 13, 'Brand'),(14, 25, 'Model'),(26, 34, 'Type'),(35, 43, 'Material'),(44, 52, 'Pattern'),(53, 59, 'Fabric Type'),(60, 62, 'Model')"
